Category,Score,World Rank,University Name
international,46.20,401-500,University of Coimbra
international,39.10,401-500,Complutense University of Madrid
international,77.40,401-500,Concordia University
international,93.10,401-500,Curtin University
international,76.70,401-500,Dublin City University
international,21.70,401-500,East China University of Science and Technology
international,34.30,401-500,Ewha Womans University
international,54.10,401-500,Federico Santa María Technical University
international,41.80,401-500,University of Ferrara
international,32.80,401-500,Florida International University
international,38.80,401-500,University of Genoa
international,29.50,401-500,Georgia State University
international,68.90,401-500,University of Graz
international,90.10,401-500,Heriot-Watt University
international,27.90,401-500,Hokkaido University
international,30.30,401-500,Howard University
international,73.20,401-500,University of Hull
international,32.00,401-500,University of Idaho
international,15.50,401-500,Indian Institute of Technology Delhi
international,13.30,401-500,Indian Institute of Technology Kharagpur
international,16.10,401-500,Indian Institute of Technology Madras
international,36.90,401-500,University of Ioannina
international,12.20,401-500,Iran University of Science and Technology
international,58.50,401-500,Johannes Kepler University of Linz
international,44.10,401-500,University of Kaiserslautern
international,72.70,401-500,Keele University
international,58.60,401-500,University of KwaZulu-Natal
international,46.40,401-500,Kyung Hee University
international,26.40,401-500,Kyushu University
international,36.00,401-500,Lehigh University
international,26.10,401-500,Louisiana State University
international,98.40,401-500,University of Macau
international,58.00,401-500,Makerere University
international,27.30,401-500,Marche Polytechnic University
international,28.20,401-500,"University of Maryland, Baltimore County"
international,88.30,401-500,Murdoch University
international,35.10,401-500,University of Nantes
international,39.00,401-500,National and Kapodistrian University of Athens
international,35.90,401-500,National Autonomous University of Mexico
international,27.70,401-500,National Cheng Kung University
international,63.60,401-500,National Institute of Applied Sciences of Lyon (INSA Lyon)
international,15.80,401-500,National Yang-Ming University
international,91.40,401-500,University of Neuchâtel
international,44.50,401-500,New University of Lisbon
international,79.50,401-500,University of Nice Sophia Antipolis
international,32.40,401-500,Novosibirsk State University
international,51.50,401-500,The Open University
international,68.90,401-500,Oxford Brookes University
international,23.60,401-500,University of Palermo
international,36.80,401-500,University of Parma
international,31.10,401-500,University of Pisa
international,63.90,401-500,Polytechnic University of Catalonia
international,52.40,401-500,Pontifical Catholic University of Chile
international,45.40,401-500,University of Porto
international,79.30,401-500,University of Portsmouth
international,82.10,401-500,RMIT University
international,36.50,401-500,University of Rome II – Tor Vergata
international,41.50,401-500,University of Rovira i Virgili
international,33.00,401-500,Saint Petersburg State University
international,24.50,401-500,University of Salento
international,40.10,401-500,University of San Francisco
international,52.90,401-500,University of Saskatchewan
international,15.90,401-500,Sharif University of Technology
international,39.00,401-500,University of Siena
international,52.70,401-500,Southern Cross University
international,31.40,401-500,State University of New York Albany
international,71.00,401-500,University of Strathclyde
international,41.90,401-500,University of Tampere
international,54.00,401-500,Tampere University of Technology
international,23.10,401-500,Tokyo Medical and Dental University (TMDU)
international,19.90,401-500,Tokyo Metropolitan University
international,34.40,401-500,University of Tsukuba
international,18.60,401-500,University of Ulsan
international,79.00,401-500,Ulster University
international,42.90,401-500,Université du Québec à Montréal
international,51.70,401-500,Universiti Teknologi Malaysia
international,35.00,401-500,University of Urbino Carlo Bo
international,40.50,401-500,University of Valencia
international,87.00,401-500,University of Waikato
international,54.00,401-500,Western Sydney University
international,36.70,401-500,Wuhan University
international,25.00,401-500,Xiamen University
international,93.00,501-600,American University of Beirut
international,7.70,501-600,Amirkabir University of Technology
international,51.70,501-600,"University of the Andes, Colombia"
international,25.90,501-600,University of Arkansas
international,27.90,501-600,Auburn University
international,35.40,501-600,Babeş-Bolyai University
international,34.90,501-600,University of the Basque Country
international,15.60,501-600,Bauman Moscow State Technical University
international,52.90,501-600,Ben-Gurion University of the Negev
international,66.60,501-600,Blaise Pascal University
international,38.30,501-600,Boğaziçi University
international,50.90,501-600,University of Burgundy
international,54.60,501-600,University of Canberra
international,61.30,501-600,Carleton University
international,25.30,501-600,University of Catania
international,50.80,501-600,Central Queensland University
international,44.10,501-600,University of Chile
international,17.60,501-600,China Agricultural University
international,43.70,501-600,Chung-Ang University
international,25.00,501-600,Czech Technical University in Prague
international,58.40,501-600,De Montfort University
international,30.60,501-600,East China Normal University
international,68.70,501-600,Edith Cowan University
international,25.10,501-600,Federal University of Rio de Janeiro
international,36.40,501-600,University of Granada
international,34.70,501-600,University of Haifa
international,25.60,501-600,Harbin Institute of Technology
international,78.90,501-600,University of Hertfordshire
international,22.20,501-600,Hiroshima University
international,17.30,501-600,Huazhong University of Science and Technology
international,12.90,501-600,Indian Institute of Technology Guwahati
international,16.40,501-600,Indian Institute of Technology Kanpur
international,13.90,501-600,Indian Institute of Technology Roorkee
international,17.20,501-600,Isfahan University of Technology
international,22.90,501-600,Istanbul Technical University
international,7.70,501-600,Jadavpur University
international,18.40,501-600,Kanazawa University
international,41.70,501-600,Kansas State University
international,22.70,501-600,Keio University
international,32.40,501-600,Kent State University
international,84.50,501-600,King Fahd University of Petroleum and Minerals
international,75.50,501-600,King Saud University
international,44.70,501-600,University of La Laguna
international,53.00,501-600,Lappeenranta University of Technology
international,76.50,501-600,University of Limerick
international,46.60,501-600,University of Lisbon
international,62.10,501-600,Liverpool John Moores University
international,44.10,501-600,Mahidol University
international,57.80,501-600,Manchester Metropolitan University
international,33.60,501-600,University of Maribor
international,48.90,501-600,Masaryk University
international,80.50,501-600,Massey University
international,53.30,501-600,Memorial University of Newfoundland
international,26.70,501-600,Middle East Technical University
international,43.60,501-600,University of Minho
international,40.60,501-600,Missouri University of Science and Technology
international,23.50,501-600,Montana State University
international,59.60,501-600,Monterrey Institute of Technology and Higher Education
international,27.10,501-600,National Central University
international,19.70,501-600,National Sun Yat-Sen University
international,38.10,501-600,National Taiwan Normal University
international,31.30,501-600,National Technical University of Athens
international,48.50,501-600,New Jersey Institute of Technology
international,30.50,501-600,New Mexico State University
international,17.40,501-600,University of North Carolina at Greensboro
international,25.60,501-600,Oklahoma State University
international,21.30,501-600,Osaka City University
international,43.90,501-600,Otto von Guericke University of Magdeburg
international,36.20,501-600,University of Oviedo
international,48.80,501-600,Palacký University in Olomouc
international,14.10,501-600,Panjab University
international,69.30,501-600,Paris Dauphine University
international,31.30,501-600,Pontifical Catholic University of Rio de Janeiro (PUC-Rio)
international,31.60,501-600,Portland State University
international,46.00,501-600,University of Pretoria
international,32.90,501-600,Pusan National University
international,35.40,501-600,Quaid-i-azam University
international,47.70,501-600,University of Regina
international,40.10,501-600,Renmin University of China
international,53.00,501-600,University of Rennes 1
international,40.80,501-600,University of Salamanca
international,37.10,501-600,University of Santiago de Compostela
international,81.70,501-600,Semmelweis University
international,32.00,501-600,University of Seville
international,39.80,501-600,Université de Sherbrooke
international,16.00,501-600,Soochow University
international,17.50,501-600,South China University of Technology
international,37.90,501-600,Tallinn University of Technology
international,14.10,501-600,Tehran University of Medical Sciences
international,50.30,501-600,University of Texas at Arlington
international,14.70,501-600,Tianjin University
international,19.40,501-600,Tokyo University of Agriculture and Technology
international,37.70,501-600,University of Toledo
international,37.20,501-600,Tongji University
international,43.80,501-600,University of Tulsa
international,95.00,501-600,United Arab Emirates University
international,41.60,501-600,University of Warsaw
international,26.00,501-600,University of Wisconsin-Milwaukee
international,25.80,501-600,Xi’an Jiaotong University
international,33.50,501-600,University of Zaragoza
international,23.40,601-800,University of A Coruña
international,25.70,601-800,Adam Mickiewicz University
international,17.90,601-800,AGH University of Science and Technology
international,20.00,601-800,Ajou University
international,50.00,601-800,University of Alcalá
international,33.70,601-800,Alexandria University
international,46.90,601-800,Alexandru Ioan Cuza University
international,18.70,601-800,Aligarh Muslim University
international,95.60,601-800,American University of Sharjah
international,29.60,601-800,Amrita University
international,14.30,601-800,Anadolu University
international,7.20,601-800,Andhra University
international,42.00,601-800,University of Antioquia
international,36.60,601-800,Aristotle University of Thessaloniki
international,18.30,601-800,"Asia University, Taiwan"
international,39.20,601-800,Athens University of Economics and Business
international,95.60,601-800,Auckland University of Technology
international,45.20,601-800,Austral University of Chile
international,16.90,601-800,Beijing Institute of Technology
international,48.20,601-800,Belarusian State University
international,30.50,601-800,University of Belgrade
international,13.70,601-800,"Birla Institute of Technology and Science, Pilani"
international,79.10,601-800,University of Bradford
international,24.10,601-800,University of Brasília
international,62.80,601-800,University of Brighton
international,21.30,601-800,University of Bucharest
international,30.40,601-800,Budapest University of Technology and Economics
international,31.00,601-800,Cairo University
international,13.10,601-800,University of Calcutta
international,18.90,601-800,"California State University, Long Beach"
international,18.80,601-800,Capital Medical University
international,28.60,601-800,University of Castilla-La Mancha
international,54.10,601-800,University of Central Lancashire
international,49.10,601-800,University of Cergy-Pontoise
international,15.70,601-800,Chang Gung University
international,44.70,601-800,Carlos III University of Madrid
international,46.30,601-800,"University of Chemistry and Technology, Prague"
international,34.90,601-800,Chiang Mai University
international,21.00,601-800,Chiba University
international,16.10,601-800,China University of Geosciences (Wuhan)
international,15.90,601-800,China University of Petroleum (Beijing)
international,27.20,601-800,Chonbuk National University
international,15.50,601-800,Chongqing University
international,20.40,601-800,Chonnam National University
international,32.80,601-800,Chulalongkorn University
international,18.70,601-800,Chung Yuan Christian University
international,19.80,601-800,Chungnam National University
international,34.60,601-800,Clemson University
international,46.90,601-800,Comenius University in Bratislava
international,69.60,601-800,Coventry University
international,20.70,601-800,Dalian University of Technology
international,49.00,601-800,University of Debrecen
international,15.40,601-800,University of Delhi
international,37.20,601-800,University of Dhaka
international,70.50,601-800,Dublin Institute of Technology
international,20.90,601-800,Ehime University
international,13.40,601-800,University of Electronic Science and Technology of China
international,43.00,601-800,Eötvös Loránd University
international,17.20,601-800,Erciyes University
international,19.70,601-800,Federal University of Bahia
international,21.60,601-800,Federal University of Minas Gerais
international,15.50,601-800,Federal University of Paraná (UFPR)
international,18.90,601-800,Federal University of Rio Grande do Sul
international,21.00,601-800,Federal University of Santa Catarina
international,16.80,601-800,Federal University of São Carlos
international,15.00,601-800,Federal University of Viçosa
international,14.50,601-800,Federal University of Lavras
international,21.10,601-800,Feng Chia University
international,62.40,601-800,Florida Institute of Technology
international,19.10,601-800,Fu Jen Catholic University
international,16.10,601-800,Gdańsk University of Technology
international,48.40,601-800,University of Ghana
international,18.50,601-800,Gifu University
international,55.00,601-800,Glasgow Caledonian University
international,81.80,601-800,University of Greenwich
international,19.60,601-800,Hacettepe University
international,55.20,601-800,University of Huddersfield
international,14.80,601-800,Hunan University
international,26.10,601-800,University of Ibadan
international,37.20,601-800,University of Indonesia
international,23.50,601-800,Inha University
international,24.80,601-800,I-Shou University
international,20.00,601-800,Istanbul University
international,33.50,601-800,Jagiellonian University
international,20.30,601-800,Jilin University
international,53.70,601-800,University of Jordan
international,62.20,601-800,Jordan University of Science and Technology
international,16.70,601-800,Juntendo University
international,7.10,601-800,K.N. Toosi University of Technology
international,19.90,601-800,Kaohsiung Medical University
international,31.50,601-800,Khon Kaen University
international,28.50,601-800,King Mongkut’s University of Technology Thonburi
international,76.80,601-800,Kingston University
international,17.00,601-800,Kinki University
international,21.10,601-800,Kobe University
international,22.60,601-800,Konkuk University
international,22.20,601-800,Kumamoto University
international,21.70,601-800,Kyungpook National University
international,20.70,601-800,Kyushu Institute of Technology
international,31.50,601-800,University of Latvia
international,60.30,601-800,Lille 1 University – Science and Technology
international,60.50,601-800,University of Lincoln
international,34.50,601-800,University of Ljubljana
international,42.70,601-800,University of Marrakech Cadi Ayyad
international,24.80,601-800,Miami University
international,81.00,601-800,Middlesex University
international,44.40,601-800,Moscow Institute of Physics and Technology
international,28.30,601-800,University of Murcia
international,21.90,601-800,Nagasaki University
international,45.50,601-800,University of Nairobi
international,33.10,601-800,National Chengchi University
international,14.20,601-800,National Chung Cheng University
international,16.90,601-800,National Chung Hsing University
international,16.00,601-800,National Taipei University of Technology
international,20.30,601-800,National Taiwan Ocean University
international,28.10,601-800,National University of Córdoba
international,33.70,601-800,National University of Science and Technology (MISiS)
international,31.30,601-800,National University of Sciences and Technology
international,19.30,601-800,Niigata University
international,55.10,601-800,Northumbria University
international,15.20,601-800,Northwestern Polytechnical University
international,52.70,601-800,Nottingham Trent University
international,23.30,601-800,Oakland University
international,15.60,601-800,Ocean University of China
international,33.60,601-800,Ohio University
international,20.60,601-800,Okayama University
international,17.60,601-800,Osaka Prefecture University
international,23.40,601-800,University of Pardubice
international,46.40,601-800,University of Paris North – Paris 13
international,44.20,601-800,Paris-Sorbonne University – Paris 4
international,30.60,601-800,University of Patras
international,50.80,601-800,University of Pécs
international,32.90,601-800,Polytechnic University of Valencia
international,18.60,601-800,Pontifical Catholic University of Paraná
international,18.70,601-800,Pontifical Catholic University of Rio Grande do Sul (PUCRS)
international,35.70,601-800,Pontifical Catholic University of Valparaíso
international,31.00,601-800,Prince of Songkla University
international,99.90,601-800,Qatar University
international,16.80,601-800,Rio de Janeiro State University (UERJ)
international,29.80,601-800,Rochester Institute of Technology
international,20.60,601-800,Saitama University
international,66.40,601-800,University of Salford
international,40.40,601-800,"University of Santiago, Chile (USACH)"
international,18.70,601-800,São Paulo State University (UNESP)
international,17.30,601-800,Savitribai Phule Pune University
international,15.60,601-800,University of Science and Technology Beijing
international,25.20,601-800,Sejong University
international,18.70,601-800,University of Seoul
international,13.80,601-800,Shahid Beheshti University
international,15.80,601-800,Shanghai University
international,30.70,601-800,Shantou University
international,47.00,601-800,Sheffield Hallam University
international,20.30,601-800,Shinshu University
international,14.00,601-800,Showa University
international,15.70,601-800,Sichuan University
international,18.50,601-800,University of Silesia in Katowice
international,30.60,601-800,Slovak University of Technology in Bratislava
international,27.70,601-800,Sogang University
international,32.80,601-800,Sophia University
international,28.70,601-800,University of South Africa
international,17.30,601-800,Southern Federal University
international,20.80,601-800,University of Southern Mississippi
international,63.00,601-800,University of Southern Queensland
international,31.60,601-800,Suez Canal University
international,71.50,601-800,Sultan Qaboos University
international,25.90,601-800,Suranaree University of Technology
international,46.90,601-800,University of Szeged
international,26.50,601-800,Taipei Medical University
international,28.20,601-800,Taras Shevchenko National University of Kyiv
international,39.50,601-800,Technical University of Madrid
international,16.50,601-800,University of Tehran
international,30.40,601-800,University of Texas at El Paso
international,36.80,601-800,Texas Tech University
international,19.30,601-800,Tokai University
international,16.80,601-800,Tokushima University
international,24.50,601-800,Tokyo University of Marine Science and Technology
international,15.40,601-800,Tokyo University of Science
international,36.90,601-800,Tomsk State University
international,16.70,601-800,Tottori University
international,25.40,601-800,Toyohashi University of Technology
international,29.70,601-800,Universiti Kebangsaan Malaysia
international,50.10,601-800,Universiti Putra Malaysia
international,44.20,601-800,Universiti Sains Malaysia
international,14.80,601-800,Universiti Teknologi MARA
international,17.30,601-800,Ural Federal University
international,48.40,601-800,V.N. Karazin Kharkiv National University
international,30.70,601-800,University of Vigo
international,40.80,601-800,Vilnius University
international,20.70,601-800,Warsaw University of Technology
international,29.70,601-800,Waseda University
international,23.10,601-800,University of West Bohemia
international,48.50,601-800,University of the West of England
international,21.00,601-800,West University of Timişoara
international,81.90,601-800,University of Westminster
international,12.80,601-800,Xidian University
international,24.30,601-800,Yeungnam University
international,14.90,601-800,Yıldız Technical University
international,16.10,601-800,Yokohama City University
international,23.30,601-800,Yokohama National University
international,17.70,601-800,Yuan Ze University
income,97.80,1,California Institute of Technology
income,73.10,2,University of Oxford
income,63.30,3,Stanford University
income,55.00,4,University of Cambridge
income,95.40,5,Massachusetts Institute of Technology
income,45.20,6,Harvard University
income,52.10,7,Princeton University
income,53.70,8,Imperial College London
income,80.00,9,ETH Zurich – Swiss Federal Institute of Technology Zurich
income,36.60,10,University of Chicago
income,100.00,11,Johns Hopkins University
income,43.30,12,Yale University
income,47.90,13,"University of California, Berkeley"
income,40.50,14,University College London
income,47.90,16,"University of California, Los Angeles"
income,47.90,17,University of Pennsylvania
income,33.70,18,Cornell University
income,49.10,19,University of Toronto
income,100.00,20,Duke University
income,56.30,21,University of Michigan
income,57.50,22,Carnegie Mellon University
income,32.20,23,London School of Economics and Political Science
income,36.10,24,University of Edinburgh
income,81.20,25,Northwestern University
income,49.80,26,National University of Singapore
income,40.10,27,King’s College London
income,75.80,28,Karolinska Institute
income,100.00,29,LMU Munich
income,30.40,30,New York University
income,65.40,31,École Polytechnique Fédérale de Lausanne
income,43.10,32,University of Washington
income,64.60,33,University of Melbourne
income,42.60,34,University of British Columbia
income,100.00,35,KU Leuven
income,52.80,36,University of Illinois at Urbana-Champaign
income,68.20,37,Heidelberg University
income,40.30,38,McGill University
income,56.70,39,"University of California, San Diego"
income,90.40,39,"University of California, Santa Barbara"
income,73.70,41,Georgia Institute of Technology
income,100.00,42,Peking University
income,50.80,43,University of Tokyo
income,57.30,44,"University of California, Davis"
income,53.70,44,University of Hong Kong
income,63.10,46,University of Texas at Austin
income,100.00,47,Tsinghua University
income,100.00,47,Wageningen University and Research Center
income,36.10,49,Humboldt University of Berlin
income,48.50,50,University of Wisconsin-Madison
income,31.40,51,Brown University
income,48.00,52,Australian National University
income,99.20,53,Technical University of Munich
income,37.10,54,École Normale Supérieure
income,99.90,55,Nanyang Technological University
income,42.00,56,University of Manchester
income,72.40,56,University of Sydney
income,62.80,58,University of Amsterdam
income,68.10,59,Hong Kong University of Science and Technology
income,76.70,60,The University of Queensland
income,33.50,60,Washington University in St Louis
income,89.10,62,Utrecht University
income,39.40,63,University of North Carolina at Chapel Hill
income,30.30,64,Boston University
income,100.00,65,Delft University of Technology
income,98.50,65,University of Minnesota
income,49.80,67,Leiden University
income,38.00,68,University of Southern California
income,40.00,69,University of Bristol
income,34.40,70,Durham University
income,54.60,71,Erasmus University Rotterdam
income,35.10,72,Free University of Berlin
income,79.70,73,Monash University
income,92.40,74,University of Groningen
income,56.20,75,Pennsylvania State University
income,31.60,76,University of Glasgow
income,31.60,76,University of Helsinki
income,59.20,78,University of Tübingen
income,39.30,79,University of Pittsburgh
income,37.70,80,University of Warwick
income,39.50,81,Uppsala University
income,45.00,82,University of Copenhagen
income,50.00,82,University of New South Wales
income,100.00,84,University of Freiburg
income,85.40,85,Seoul National University
income,30.60,86,University of St Andrews
income,63.20,87,Vanderbilt University
income,79.00,88,Kyoto University
income,95.40,88,Maastricht University
income,48.90,90,Emory University
income,70.40,90,Lund University
income,53.10,90,Ohio State University
income,31.90,93,University of Exeter
income,80.70,94,Georgetown University
income,88.00,94,McMaster University
income,43.40,97,University of Sheffield
income,36.80,98,Queen Mary University of London
income,31.80,99,University of Göttingen
income,32.20,99,Michigan State University
income,99.90,101,University of Basel
income,82.30,101,École Polytechnique
income,41.70,101,Rice University
income,40.80,104,Dartmouth College
income,44.00,104,University of Zurich
income,68.30,106,Aarhus University
income,48.90,106,"University of California, Irvine"
income,85.30,106,University of Mannheim
income,33.70,108,University of Notre Dame
income,64.50,109,University of Western Australia
income,98.10,110,RWTH Aachen University
income,37.50,110,University of Southampton
income,52.00,112,Scuola Normale Superiore di Pisa
income,92.60,113,University of Montreal
income,37.40,113,Pierre and Marie Curie University
income,100.00,116,Pohang University of Science and Technology
income,32.30,117,"University of Maryland, College Park"
income,88.30,118,Ghent University
income,34.70,119,University of Birmingham
income,82.90,120,University of Bern
income,92.70,120,University of Cape Town
income,99.40,123,University of Erlangen-Nuremberg
income,35.90,123,"Rutgers, the State University of New Jersey"
income,58.20,125,University of Münster
income,39.20,125,Radboud University Nijmegen
income,35.70,127,University of Colorado Boulder
income,60.70,127,Tufts University
income,34.40,129,"Royal Holloway, University of London"
income,33.60,130,Lancaster University
income,72.40,131,University of Geneva
income,31.10,131,University of York
income,34.10,133,Case Western Reserve University
income,36.70,133,University of Leeds
income,38.30,135,University of Oslo
income,31.10,136,Stockholm University
income,47.40,137,University of Alberta
income,37.50,138,Chinese University of Hong Kong
income,99.50,138,Karlsruhe Institute of Technology
income,30.60,140,University of Sussex
income,52.20,141,University of Massachusetts
income,30.20,142,University of Vienna
income,39.80,143,University of Nottingham
income,36.10,144,"University of California, Santa Cruz"
income,56.00,144,University of Lausanne
income,34.90,146,Autonomous University of Barcelona
income,37.90,147,University of Virginia
income,100.00,148,Korea Advanced Institute of Science and Technology (KAIST)
income,79.30,149,University of Adelaide
income,28.50,149,University of East Anglia
income,91.20,149,University of Twente
income,97.50,153,Sungkyunkwan University (SKKU)
income,60.10,154,VU University Amsterdam
income,78.10,155,KTH Royal Institute of Technology
income,68.50,156,University of Cologne
income,36.60,157,University of Liverpool
income,99.70,158,TU Dresden
income,37.00,158,University of Rochester
income,28.00,160,Trinity College Dublin
income,95.70,161,Lomonosov Moscow State University
income,35.50,161,University of Miami
income,32.40,163,University of Arizona
income,37.20,164,Pompeu Fabra University
income,34.20,164,University of Reading
income,42.50,167,"University of California, Riverside"
income,31.70,167,University of Leicester
income,49.60,167,National Taiwan University
income,50.00,167,Technical University of Denmark
income,51.00,167,Université Catholique de Louvain
income,43.10,172,University of Aberdeen
income,78.00,172,University of Auckland
income,31.10,174,University of Barcelona
income,92.40,175,University of Konstanz
income,57.30,176,Eindhoven University of Technology
income,33.50,176,University College Dublin
income,31.90,178,Hebrew University of Jerusalem
income,39.50,179,University of Waterloo
income,30.30,180,University of Gothenburg
income,71.20,180,Scuola Superiore Sant’Anna
income,36.20,182,University of Bergen
income,34.60,182,Cardiff University
income,57.40,182,University of Utah
income,38.60,185,Brandeis University
income,49.50,185,University of Dundee
income,47.90,185,University of Würzburg
income,28.80,188,Paris-Sud University
income,32.00,189,Arizona State University
income,60.30,190,University of Antwerp
income,46.80,190,Boston College
income,58.40,192,Ulm University
income,38.10,193,University of Luxembourg
income,46.40,193,Texas A&M University
income,68.40,195,Charité - Universitätsmedizin Berlin
income,34.70,196,Newcastle University
income,37.70,196,"St George’s, University of London"
income,47.10,198,University of Trento
income,29.00,199,Paris Diderot University – Paris 7
income,35.70,200,Queen’s University Belfast
income,43.70,201-250,Aalborg University
income,28.50,201-250,"Birkbeck, University of London"
income,34.50,201-250,University of Bologna
income,43.80,201-250,University at Buffalo
income,52.00,201-250,University of Calgary
income,79.50,201-250,Chalmers University of Technology
income,50.10,201-250,City University of Hong Kong
income,35.30,201-250,Copenhagen Business School
income,50.30,201-250,Dalhousie University
income,82.30,201-250,University of Duisburg-Essen
income,31.70,201-250,École Normale Supérieure de Lyon
income,32.00,201-250,Florida State University
income,60.80,201-250,University of Fribourg
income,28.00,201-250,Fudan University
income,29.50,201-250,George Washington University
income,38.10,201-250,Goethe University Frankfurt
income,44.70,201-250,University of Hawai’i at Mānoa
income,45.10,201-250,Hong Kong Polytechnic University
income,38.00,201-250,University of Illinois at Chicago
income,54.10,201-250,University of Iowa
income,70.70,201-250,Johannes Gutenberg University of Mainz
income,31.60,201-250,Joseph Fourier University
income,57.50,201-250,Laval University
income,33.90,201-250,Medical University of Vienna
income,32.90,201-250,Northeastern University
income,44.60,201-250,Oregon Health and Science University
income,31.50,201-250,University of Otago
income,41.50,201-250,University of Ottawa
income,29.00,201-250,Paris Descartes University
income,42.50,201-250,Peter the Great St Petersburg Polytechnic University
income,66.30,201-250,Polytechnic University of Milan
income,45.50,201-250,Royal Veterinary College
income,45.40,201-250,Rush University
income,32.60,201-250,Sapienza University of Rome
income,80.30,201-250,University of Science and Technology of China
income,99.80,201-250,University of South Florida
income,33.40,201-250,Stony Brook University
income,99.80,201-250,University of Stuttgart
income,99.90,201-250,Swedish University of Agricultural Sciences
income,99.10,201-250,Technical University of Darmstadt
income,42.30,201-250,University of Technology Sydney
income,42.90,201-250,Tel Aviv University
income,41.80,201-250,University of Texas at Dallas
income,57.40,201-250,Tilburg University
income,74.70,201-250,Tohoku University
income,70.90,201-250,Tokyo Institute of Technology
income,36.60,201-250,University of Victoria
income,42.50,201-250,Wake Forest University
income,59.70,201-250,University of Western Ontario
income,29.10,201-250,William & Mary
income,99.70,201-250,University of the Witwatersrand
income,61.60,251-300,Aalto University
income,33.10,251-300,Aix-Marseille University
income,36.30,251-300,University of Bath
income,56.40,251-300,Bayreuth University
income,60.90,251-300,Bielefeld University
income,30.60,251-300,University of Bordeaux
income,43.20,251-300,Charles Darwin University
income,83.70,251-300,Colorado School of Mines
income,41.00,251-300,Colorado State University
income,98.70,251-300,University of Delaware
income,41.70,251-300,Flinders University
income,30.90,251-300,University of Georgia
income,34.60,251-300,Griffith University
income,28.00,251-300,University of Iceland
income,52.40,251-300,Indian Institute of Science
income,54.00,251-300,Iowa State University
income,40.70,251-300,James Cook University
income,46.40,251-300,Justus Liebig University Giessen
income,73.10,251-300,King Abdulaziz University
income,82.40,251-300,Koç University
income,99.80,251-300,Korea University
income,98.90,251-300,University of Liège
income,42.10,251-300,Linköping University
income,58.60,251-300,Nanjing University
income,49.50,251-300,National Tsing Hua University
income,41.90,251-300,"National University of Ireland, Galway"
income,64.40,251-300,University of Newcastle
income,40.70,251-300,North Carolina State University
income,32.10,251-300,Oregon State University
income,76.10,251-300,Osaka University
income,54.20,251-300,Queen’s University
income,73.70,251-300,Queensland University of Technology
income,79.60,251-300,Rensselaer Polytechnic Institute
income,33.90,251-300,Royal College of Surgeons in Ireland
income,66.60,251-300,Ruhr University Bochum
income,29.90,251-300,Saint Louis University
income,30.50,251-300,University of São Paulo
income,42.30,251-300,Simon Fraser University
income,34.90,251-300,University of Surrey
income,36.30,251-300,Syracuse University
income,42.70,251-300,University of Tasmania
income,41.30,251-300,"University of Tennessee, Knoxville"
income,60.20,251-300,Tomsk Polytechnic University
income,32.40,251-300,Tulane University
income,31.10,251-300,Umeå University
income,86.50,251-300,Vienna University of Technology
income,43.30,251-300,Virginia Polytechnic Institute and State University
income,57.90,251-300,University of Wollongong
income,96.20,251-300,Zhejiang University
income,31.30,301-350,Aberystwyth University
income,51.20,301-350,University of Alaska Fairbanks
income,33.00,301-350,Autonomous University of Madrid
income,31.00,301-350,Bangor University
income,46.00,301-350,University of Bremen
income,35.30,301-350,University of Cincinnati
income,30.90,301-350,University of Connecticut
income,30.00,301-350,Deakin University
income,28.90,301-350,University of Essex
income,29.10,301-350,George Mason University
income,32.60,301-350,University of Greifswald
income,45.20,301-350,Gwangju Institute of Science and Technology
income,52.80,301-350,University of Hohenheim
income,39.90,301-350,University of Innsbruck
income,42.40,301-350,Kazan Federal University
income,28.80,301-350,University of Kent
income,69.60,301-350,Leibniz University of Hanover
income,33.10,301-350,Macquarie University
income,31.80,301-350,Medical College of Wisconsin
income,40.90,301-350,University of Milan
income,46.60,301-350,University of Milan-Bicocca
income,31.90,301-350,Montpellier University
income,91.40,301-350,Nagoya University
income,47.40,301-350,University of Naples Federico II
income,96.90,301-350,National Chiao Tung University
income,28.10,301-350,National Research Nuclear University MePhI
income,92.20,301-350,National Taiwan University of Science and Technology (Taiwan Tech)
income,63.50,301-350,University of Navarra
income,35.60,301-350,University of Nebraska-Lincoln
income,29.80,301-350,Örebro University
income,30.80,301-350,University of Oregon
income,32.60,301-350,University of Padua
income,69.40,301-350,University of Pavia
income,28.50,301-350,Plymouth University
income,92.90,301-350,Shanghai Jiao Tong University
income,28.00,301-350,University of Southern Denmark
income,100.00,301-350,Stellenbosch University
income,32.80,301-350,University of Strasbourg
income,48.60,301-350,Technical University of Dortmund
income,28.80,301-350,Technion Israel Institute of Technology
income,32.50,301-350,Toulouse 1 Capitole University
income,32.30,301-350,University of Trieste
income,54.20,301-350,University of Turin
income,31.20,301-350,University of Turku
income,77.10,301-350,Vrije Universiteit Brussel
income,32.10,301-350,VŠB - Technical University of Ostrava
income,75.90,301-350,Yonsei University
income,33.20,301-350,York University
income,30.20,351-400,Bilkent University
income,34.00,351-400,"Binghamton University, State University of New York"
income,34.50,351-400,University of Crete
income,30.00,351-400,University of Cyprus
income,36.30,351-400,Drexel University
income,33.30,351-400,University of Eastern Finland
income,35.90,351-400,University of Florence
income,41.80,351-400,University of St Gallen
income,77.20,351-400,Graz University of Technology
income,47.40,351-400,University of Guelph
income,87.90,351-400,Hanyang University
income,28.80,351-400,Hong Kong Baptist University
income,42.30,351-400,University of Houston
