Category,Score,World Rank,University Name
citations,68.40,167,Université Catholique de Louvain
citations,82.60,172,University of Aberdeen
citations,69.80,172,University of Auckland
citations,78.90,174,University of Barcelona
citations,61.90,175,University of Konstanz
citations,70.70,176,Eindhoven University of Technology
citations,70.80,176,University College Dublin
citations,64.60,178,Hebrew University of Jerusalem
citations,66.50,179,University of Waterloo
citations,81.80,180,University of Gothenburg
citations,84.50,180,Scuola Superiore Sant’Anna
citations,82.40,182,University of Bergen
citations,82.00,182,Cardiff University
citations,83.70,182,University of Utah
citations,97.30,185,Brandeis University
citations,90.20,185,University of Dundee
citations,79.10,185,University of Würzburg
citations,79.80,188,Paris-Sud University
citations,84.60,189,Arizona State University
citations,71.70,190,University of Antwerp
citations,83.30,190,Boston College
citations,86.40,192,Ulm University
citations,84.80,193,University of Luxembourg
citations,47.10,193,Texas A&M University
citations,83.80,195,Charité - Universitätsmedizin Berlin
citations,81.50,196,Newcastle University
citations,99.90,196,"St George’s, University of London"
citations,87.70,198,University of Trento
citations,91.00,199,Paris Diderot University – Paris 7
citations,68.90,200,Queen’s University Belfast
citations,73.80,201-250,Aalborg University
citations,66.30,201-250,"Birkbeck, University of London"
citations,73.00,201-250,University of Bologna
citations,62.00,201-250,University at Buffalo
citations,67.80,201-250,University of Calgary
citations,52.20,201-250,Chalmers University of Technology
citations,76.80,201-250,City University of Hong Kong
citations,79.40,201-250,Copenhagen Business School
citations,65.20,201-250,Dalhousie University
citations,81.30,201-250,University of Duisburg-Essen
citations,69.00,201-250,École Normale Supérieure de Lyon
citations,64.70,201-250,Florida State University
citations,64.10,201-250,University of Fribourg
citations,61.10,201-250,Fudan University
citations,65.70,201-250,George Washington University
citations,79.30,201-250,Goethe University Frankfurt
citations,67.70,201-250,University of Hawai’i at Mānoa
citations,63.30,201-250,Hong Kong Polytechnic University
citations,63.20,201-250,University of Illinois at Chicago
citations,74.80,201-250,Indiana University
citations,73.50,201-250,University of Iowa
citations,72.60,201-250,Johannes Gutenberg University of Mainz
citations,83.20,201-250,Joseph Fourier University
citations,89.50,201-250,University of Kiel
citations,62.20,201-250,Laval University
citations,89.10,201-250,Medical University of Vienna
citations,84.00,201-250,Northeastern University
citations,96.00,201-250,Oregon Health and Science University
citations,74.90,201-250,University of Otago
citations,61.50,201-250,University of Ottawa
citations,83.30,201-250,Paris Descartes University
citations,97.40,201-250,Peter the Great St Petersburg Polytechnic University
citations,76.30,201-250,Polytechnic University of Milan
citations,74.90,201-250,Royal Veterinary College
citations,88.90,201-250,Rush University
citations,61.50,201-250,Sapienza University of Rome
citations,67.20,201-250,University of Science and Technology of China
citations,73.40,201-250,University of South Florida
citations,83.00,201-250,Stony Brook University
citations,55.70,201-250,University of Stuttgart
citations,68.10,201-250,Swedish University of Agricultural Sciences
citations,51.10,201-250,Technical University of Darmstadt
citations,66.90,201-250,University of Technology Sydney
citations,49.20,201-250,Tel Aviv University
citations,86.80,201-250,University of Texas at Dallas
citations,51.50,201-250,Tilburg University
citations,49.40,201-250,Tohoku University
citations,42.20,201-250,Tokyo Institute of Technology
citations,79.00,201-250,University of Victoria
citations,94.80,201-250,Wake Forest University
citations,59.00,201-250,University of Western Ontario
citations,85.00,201-250,William & Mary
citations,76.00,201-250,University of the Witwatersrand
citations,62.10,251-300,Aalto University
citations,64.90,251-300,Aix-Marseille University
citations,56.70,251-300,University of Bath
citations,60.10,251-300,Bayreuth University
citations,49.90,251-300,Bielefeld University
citations,71.70,251-300,University of Bordeaux
citations,85.90,251-300,Charles Darwin University
citations,71.80,251-300,Colorado School of Mines
citations,59.30,251-300,Colorado State University
citations,70.00,251-300,University of Delaware
citations,69.50,251-300,Flinders University
citations,52.20,251-300,University of Georgia
citations,66.30,251-300,Griffith University
citations,91.40,251-300,University of Iceland
citations,42.40,251-300,Indian Institute of Science
citations,61.50,251-300,Iowa State University
citations,81.40,251-300,James Cook University
citations,52.90,251-300,Justus Liebig University Giessen
citations,76.60,251-300,King Abdulaziz University
citations,74.90,251-300,Koç University
citations,41.80,251-300,Korea University
citations,46.50,251-300,University of Liège
citations,76.80,251-300,Linköping University
citations,54.20,251-300,Nanjing University
citations,53.00,251-300,National Tsing Hua University
citations,68.50,251-300,"National University of Ireland, Galway"
citations,67.20,251-300,University of Newcastle
citations,60.00,251-300,North Carolina State University
citations,63.80,251-300,Oregon State University
citations,37.40,251-300,Osaka University
citations,54.40,251-300,Queen’s University
citations,56.00,251-300,Queensland University of Technology
citations,65.10,251-300,Rensselaer Polytechnic Institute
citations,65.30,251-300,Royal College of Surgeons in Ireland
citations,54.40,251-300,Ruhr University Bochum
citations,85.00,251-300,Saint Louis University
citations,20.40,251-300,University of São Paulo
citations,72.80,251-300,Simon Fraser University
citations,51.20,251-300,University of Surrey
citations,77.10,251-300,Syracuse University
citations,68.00,251-300,University of Tasmania
citations,81.40,251-300,"University of Tennessee, Knoxville"
citations,82.40,251-300,Tomsk Polytechnic University
citations,67.80,251-300,Tulane University
citations,74.50,251-300,Umeå University
citations,54.60,251-300,Vienna University of Technology
citations,54.20,251-300,Virginia Polytechnic Institute and State University
citations,59.30,251-300,University of Wollongong
citations,36.10,251-300,Zhejiang University
citations,67.20,301-350,Aberystwyth University
citations,63.00,301-350,University of Alaska Fairbanks
citations,46.90,301-350,Autonomous University of Madrid
citations,65.40,301-350,Bangor University
citations,50.00,301-350,University of Bremen
citations,72.10,301-350,University of Cincinnati
citations,57.00,301-350,University of Connecticut
citations,66.80,301-350,Deakin University
citations,38.60,301-350,University of Essex
citations,64.90,301-350,George Mason University
citations,61.30,301-350,University of Greifswald
citations,43.70,301-350,Gwangju Institute of Science and Technology
citations,51.50,301-350,University of Hohenheim
citations,67.30,301-350,University of Innsbruck
citations,87.50,301-350,Kazan Federal University
citations,60.90,301-350,University of Kent
citations,39.00,301-350,Leibniz University of Hanover
citations,52.30,301-350,Macquarie University
citations,85.20,301-350,Medical College of Wisconsin
citations,64.80,301-350,University of Milan
citations,65.80,301-350,University of Milan-Bicocca
citations,59.50,301-350,Montpellier University
citations,40.10,301-350,Nagoya University
citations,81.30,301-350,University of Naples Federico II
citations,34.20,301-350,National Chiao Tung University
citations,52.80,301-350,National Research Nuclear University MePhI
citations,39.10,301-350,National Taiwan University of Science and Technology (Taiwan Tech)
citations,57.50,301-350,University of Navarra
citations,53.50,301-350,University of Nebraska-Lincoln
citations,87.80,301-350,Örebro University
citations,72.60,301-350,University of Oregon
citations,74.60,301-350,University of Padua
citations,65.10,301-350,University of Pavia
citations,75.20,301-350,Plymouth University
citations,34.00,301-350,Shanghai Jiao Tong University
citations,79.70,301-350,University of Southern Denmark
citations,46.90,301-350,Stellenbosch University
citations,64.40,301-350,University of Strasbourg
citations,55.30,301-350,Technical University of Dortmund
citations,52.10,301-350,Technion Israel Institute of Technology
citations,56.30,301-350,Toulouse 1 Capitole University
citations,74.10,301-350,University of Trieste
citations,67.50,301-350,University of Turin
citations,65.80,301-350,University of Turku
citations,56.80,301-350,Vrije Universiteit Brussel
citations,85.50,301-350,VŠB - Technical University of Ostrava
citations,39.40,301-350,Yonsei University
citations,49.10,301-350,York University
citations,64.10,351-400,Bilkent University
citations,62.00,351-400,"Binghamton University, State University of New York"
citations,73.60,351-400,University of Crete
citations,56.70,351-400,University of Cyprus
citations,57.70,351-400,Drexel University
citations,65.10,351-400,University of Eastern Finland
citations,72.10,351-400,University of Florence
citations,53.50,351-400,University of St Gallen
citations,52.90,351-400,Graz University of Technology
citations,44.40,351-400,University of Guelph
citations,31.10,351-400,Hanyang University
citations,67.90,351-400,Hong Kong Baptist University
citations,52.00,351-400,University of Houston
citations,48.50,351-400,Indian Institute of Technology Bombay
citations,59.80,351-400,Instituto Superior Técnico Lisboa
citations,55.50,351-400,University of Jyväskylä
citations,45.40,351-400,La Trobe University
citations,41.30,351-400,Loughborough University
citations,49.70,351-400,University of Manitoba
citations,60.20,351-400,University of Missouri
citations,72.90,351-400,University of Modena and Reggio Emilia
citations,65.50,351-400,University of Montana
citations,50.20,351-400,"National University of Ireland, Maynooth"
citations,64.40,351-400,University of Nebraska Medical Center
citations,74.50,351-400,University of New Mexico
citations,59.80,351-400,Norwegian University of Science and Technology
citations,62.30,351-400,University of Oulu
citations,6.80,351-400,Panthéon-Sorbonne University – Paris 1
citations,65.90,351-400,Polytechnic University of Turin
citations,64.80,351-400,University of Rome III
citations,52.80,351-400,Sabancı University
citations,62.70,351-400,San Diego State University
citations,41.20,351-400,University of South Australia
citations,58.70,351-400,University of South Carolina
citations,70.40,351-400,University of South Dakota
citations,22.60,351-400,State University of Campinas
citations,59.10,351-400,University of Stirling
citations,45.70,351-400,Sun Yat-sen University
citations,58.20,351-400,Swansea University
citations,53.40,351-400,Swinburne University of Technology
citations,64.20,351-400,University of Tartu
citations,58.30,351-400,Temple University
citations,74.90,351-400,University of Texas at San Antonio
citations,58.80,351-400,UiT The Arctic University of Norway
citations,47.90,351-400,Université Libre de Bruxelles
citations,81.70,351-400,Lille 2 University – Health and Law
citations,48.40,351-400,University College Cork
citations,76.10,351-400,Verona University
citations,44.30,351-400,Victoria University of Wellington
citations,49.60,351-400,Washington State University
citations,65.30,351-400,Wayne State University
citations,41.10,401-500,American University
citations,51.90,401-500,Aston University
citations,43.60,401-500,University of Aveiro
citations,48.80,401-500,University of Bari Aldo Moro
citations,42.30,401-500,Bar-Ilan University
citations,35.20,401-500,Bournemouth University
citations,72.30,401-500,University of Brescia
citations,55.80,401-500,Brno University of Technology
citations,39.50,401-500,Brunel University London
citations,48.90,401-500,Ca’ Foscari University of Venice
citations,56.80,401-500,University of Cagliari
citations,38.90,401-500,University of Canterbury
citations,55.40,401-500,Catholic University of the Sacred Heart
citations,41.00,401-500,Charles University in Prague
citations,45.00,401-500,"China Medical University, Taiwan"
citations,43.50,401-500,City University London
citations,66.50,401-500,Claude Bernard University Lyon 1
citations,42.40,401-500,University of Coimbra
citations,31.20,401-500,Complutense University of Madrid
citations,36.40,401-500,Concordia University
citations,44.60,401-500,Curtin University
citations,36.30,401-500,Dublin City University
citations,46.40,401-500,East China University of Science and Technology
citations,50.40,401-500,Ewha Womans University
citations,70.50,401-500,Federico Santa María Technical University
citations,63.30,401-500,University of Ferrara
citations,49.40,401-500,Florida International University
citations,59.30,401-500,University of Genoa
citations,52.90,401-500,Georgia State University
citations,53.30,401-500,University of Graz
citations,36.40,401-500,Heriot-Watt University
citations,29.30,401-500,Hokkaido University
citations,44.50,401-500,Howard University
citations,41.10,401-500,University of Hull
citations,40.80,401-500,University of Idaho
citations,33.40,401-500,Indian Institute of Technology Delhi
citations,41.40,401-500,Indian Institute of Technology Kharagpur
citations,31.40,401-500,Indian Institute of Technology Madras
citations,56.40,401-500,University of Ioannina
citations,42.30,401-500,Iran University of Science and Technology
citations,51.60,401-500,Johannes Kepler University of Linz
citations,47.50,401-500,University of Kaiserslautern
citations,53.00,401-500,Keele University
citations,41.50,401-500,University of KwaZulu-Natal
citations,39.20,401-500,Kyung Hee University
citations,31.80,401-500,Kyushu University
citations,58.20,401-500,Lehigh University
citations,37.80,401-500,Louisiana State University
citations,49.70,401-500,University of Macau
citations,70.70,401-500,Makerere University
citations,80.20,401-500,Marche Polytechnic University
citations,61.30,401-500,"University of Maryland, Baltimore County"
citations,51.20,401-500,Murdoch University
citations,69.40,401-500,University of Nantes
citations,45.80,401-500,National and Kapodistrian University of Athens
citations,14.80,401-500,National Autonomous University of Mexico
citations,27.20,401-500,National Cheng Kung University
citations,41.80,401-500,National Institute of Applied Sciences of Lyon (INSA Lyon)
citations,33.30,401-500,National Yang-Ming University
citations,48.20,401-500,University of Neuchâtel
citations,38.30,401-500,New University of Lisbon
citations,53.70,401-500,University of Nice Sophia Antipolis
citations,26.20,401-500,Novosibirsk State University
citations,60.30,401-500,The Open University
citations,42.70,401-500,Oxford Brookes University
citations,77.40,401-500,University of Palermo
citations,56.40,401-500,University of Parma
citations,64.50,401-500,University of Pisa
citations,44.70,401-500,Polytechnic University of Catalonia
citations,37.00,401-500,Pontifical Catholic University of Chile
citations,37.20,401-500,University of Porto
citations,58.20,401-500,University of Portsmouth
citations,44.60,401-500,RMIT University
citations,64.50,401-500,University of Rome II – Tor Vergata
citations,66.90,401-500,University of Rovira i Virgili
citations,14.50,401-500,Saint Petersburg State University
citations,53.00,401-500,University of Salento
citations,43.80,401-500,University of San Francisco
citations,39.70,401-500,University of Saskatchewan
citations,33.70,401-500,Sharif University of Technology
citations,45.20,401-500,University of Siena
citations,53.30,401-500,Southern Cross University
citations,35.50,401-500,State University of New York Albany
citations,31.80,401-500,University of Strathclyde
citations,63.70,401-500,University of Tampere
citations,45.50,401-500,Tampere University of Technology
citations,36.60,401-500,Tokyo Medical and Dental University (TMDU)
citations,72.20,401-500,Tokyo Metropolitan University
citations,33.70,401-500,University of Tsukuba
citations,54.00,401-500,University of Ulsan
citations,44.10,401-500,Ulster University
citations,41.60,401-500,Université du Québec à Montréal
citations,44.70,401-500,Universiti Teknologi Malaysia
citations,66.80,401-500,University of Urbino Carlo Bo
citations,49.60,401-500,University of Valencia
citations,53.70,401-500,University of Waikato
citations,52.30,401-500,Western Sydney University
citations,18.00,401-500,Wuhan University
citations,47.00,401-500,Xiamen University
citations,31.90,501-600,American University of Beirut
citations,34.80,501-600,Amirkabir University of Technology
citations,31.20,501-600,"University of the Andes, Colombia"
citations,30.30,501-600,University of Arkansas
citations,21.00,501-600,Auburn University
citations,32.10,501-600,Babeş-Bolyai University
citations,43.10,501-600,University of the Basque Country
citations,3.10,501-600,Bauman Moscow State Technical University
citations,30.10,501-600,Ben-Gurion University of the Negev
citations,46.90,501-600,Blaise Pascal University
citations,45.40,501-600,Boğaziçi University
citations,46.30,501-600,University of Burgundy
citations,29.80,501-600,University of Canberra
citations,32.00,501-600,Carleton University
citations,52.90,501-600,University of Catania
citations,43.70,501-600,Central Queensland University
citations,30.50,501-600,University of Chile
citations,22.60,501-600,China Agricultural University
citations,17.40,501-600,Chung-Ang University
citations,46.50,501-600,Czech Technical University in Prague
citations,40.10,501-600,De Montfort University
citations,43.30,501-600,East China Normal University
citations,35.00,501-600,Edith Cowan University
citations,18.30,501-600,Federal University of Rio de Janeiro
citations,45.80,501-600,University of Granada
citations,26.20,501-600,University of Haifa
citations,15.70,501-600,Harbin Institute of Technology
citations,50.50,501-600,University of Hertfordshire
citations,41.70,501-600,Hiroshima University
citations,31.60,501-600,Huazhong University of Science and Technology
citations,42.60,501-600,Indian Institute of Technology Guwahati
citations,31.50,501-600,Indian Institute of Technology Kanpur
citations,37.20,501-600,Indian Institute of Technology Roorkee
citations,39.50,501-600,Isfahan University of Technology
citations,26.50,501-600,Istanbul Technical University
citations,31.80,501-600,Jadavpur University
citations,35.50,501-600,Kanazawa University
citations,39.30,501-600,Kansas State University
citations,28.50,501-600,Keio University
citations,53.80,501-600,Kent State University
citations,24.40,501-600,King Fahd University of Petroleum and Minerals
citations,22.30,501-600,King Saud University
citations,44.80,501-600,University of La Laguna
citations,20.80,501-600,Lappeenranta University of Technology
citations,36.60,501-600,University of Limerick
citations,32.40,501-600,University of Lisbon
citations,45.90,501-600,Liverpool John Moores University
citations,28.30,501-600,Mahidol University
citations,30.80,501-600,Manchester Metropolitan University
citations,42.10,501-600,University of Maribor
citations,27.80,501-600,Masaryk University
citations,31.90,501-600,Massey University
citations,35.60,501-600,Memorial University of Newfoundland
citations,28.80,501-600,Middle East Technical University
citations,35.30,501-600,University of Minho
citations,28.70,501-600,Missouri University of Science and Technology
citations,48.00,501-600,Montana State University
citations,23.40,501-600,Monterrey Institute of Technology and Higher Education
citations,17.50,501-600,National Central University
citations,25.80,501-600,National Sun Yat-Sen University
citations,16.20,501-600,National Taiwan Normal University
citations,36.20,501-600,National Technical University of Athens
citations,32.20,501-600,New Jersey Institute of Technology
citations,47.20,501-600,New Mexico State University
citations,43.10,501-600,University of North Carolina at Greensboro
citations,33.10,501-600,Oklahoma State University
citations,34.40,501-600,Osaka City University
citations,39.70,501-600,Otto von Guericke University of Magdeburg
citations,41.90,501-600,University of Oviedo
citations,42.90,501-600,Palacký University in Olomouc
citations,41.00,501-600,Panjab University
citations,27.60,501-600,Paris Dauphine University
citations,23.10,501-600,Pontifical Catholic University of Rio de Janeiro (PUC-Rio)
citations,43.30,501-600,Portland State University
citations,17.50,501-600,University of Pretoria
citations,20.40,501-600,Pusan National University
citations,45.60,501-600,Quaid-i-azam University
citations,34.20,501-600,University of Regina
citations,30.70,501-600,Renmin University of China
citations,44.70,501-600,University of Rennes 1
citations,25.90,501-600,University of Salamanca
citations,46.90,501-600,University of Santiago de Compostela
citations,41.50,501-600,Semmelweis University
citations,32.60,501-600,University of Seville
citations,41.30,501-600,Université de Sherbrooke
citations,45.80,501-600,Soochow University
citations,28.10,501-600,South China University of Technology
citations,38.70,501-600,Tallinn University of Technology
citations,9.30,501-600,Tehran University of Medical Sciences
citations,50.90,501-600,University of Texas at Arlington
citations,12.20,501-600,Tianjin University
citations,16.90,501-600,Tokyo University of Agriculture and Technology
citations,29.90,501-600,University of Toledo
citations,13.10,501-600,Tongji University
citations,24.60,501-600,University of Tulsa
citations,21.70,501-600,United Arab Emirates University
citations,42.20,501-600,University of Warsaw
citations,45.50,501-600,University of Wisconsin-Milwaukee
citations,25.50,501-600,Xi’an Jiaotong University
citations,49.50,501-600,University of Zaragoza
citations,16.60,601-800,University of A Coruña
citations,15.30,601-800,Adam Mickiewicz University
citations,35.70,601-800,AGH University of Science and Technology
citations,23.90,601-800,Ajou University
citations,28.30,601-800,University of Alcalá
citations,14.10,601-800,Alexandria University
citations,7.00,601-800,Alexandru Ioan Cuza University
citations,20.90,601-800,Aligarh Muslim University
citations,13.30,601-800,American University of Sharjah
citations,20.70,601-800,Amrita University
citations,10.90,601-800,Anadolu University
citations,1.20,601-800,Andhra University
citations,14.80,601-800,University of Antioquia
citations,29.50,601-800,Aristotle University of Thessaloniki
citations,30.50,601-800,"Asia University, Taiwan"
citations,31.20,601-800,Athens University of Economics and Business
citations,21.70,601-800,Auckland University of Technology
citations,14.20,601-800,Austral University of Chile
citations,9.10,601-800,Beijing Institute of Technology
citations,6.00,601-800,Belarusian State University
citations,14.00,601-800,University of Belgrade
citations,17.40,601-800,"Birla Institute of Technology and Science, Pilani"
citations,22.70,601-800,University of Bradford
citations,10.40,601-800,University of Brasília
citations,20.10,601-800,University of Brighton
citations,9.90,601-800,University of Bucharest
citations,21.60,601-800,Budapest University of Technology and Economics
citations,11.90,601-800,Cairo University
citations,19.80,601-800,University of Calcutta
citations,23.30,601-800,"California State University, Long Beach"
citations,16.30,601-800,Capital Medical University
citations,30.50,601-800,University of Castilla-La Mancha
citations,28.20,601-800,University of Central Lancashire
citations,13.20,601-800,University of Cergy-Pontoise
citations,27.60,601-800,Chang Gung University
citations,24.80,601-800,Carlos III University of Madrid
citations,17.40,601-800,"University of Chemistry and Technology, Prague"
citations,30.00,601-800,Chiang Mai University
citations,24.80,601-800,Chiba University
citations,21.50,601-800,China University of Geosciences (Wuhan)
citations,4.00,601-800,China University of Petroleum (Beijing)
citations,24.50,601-800,Chonbuk National University
citations,8.70,601-800,Chongqing University
citations,29.10,601-800,Chonnam National University
citations,16.70,601-800,Chulalongkorn University
citations,17.40,601-800,Chung Yuan Christian University
citations,13.20,601-800,Chungnam National University
citations,27.00,601-800,Clemson University
citations,19.60,601-800,Comenius University in Bratislava
citations,18.40,601-800,Coventry University
citations,23.50,601-800,Dalian University of Technology
citations,20.90,601-800,University of Debrecen
citations,19.10,601-800,University of Delhi
citations,9.60,601-800,University of Dhaka
citations,20.70,601-800,Dublin Institute of Technology
citations,17.50,601-800,Ehime University
citations,8.80,601-800,University of Electronic Science and Technology of China
citations,30.60,601-800,Eötvös Loránd University
citations,18.00,601-800,Erciyes University
citations,14.30,601-800,Federal University of Bahia
citations,23.10,601-800,Federal University of Minas Gerais
citations,7.00,601-800,Federal University of Paraná (UFPR)
citations,16.80,601-800,Federal University of Rio Grande do Sul
citations,14.20,601-800,Federal University of Santa Catarina
citations,11.50,601-800,Federal University of São Carlos
citations,3.90,601-800,Federal University of Viçosa
citations,3.00,601-800,Federal University of Lavras
citations,34.40,601-800,Feng Chia University
citations,24.60,601-800,Florida Institute of Technology
citations,18.20,601-800,Fu Jen Catholic University
citations,15.20,601-800,Gdańsk University of Technology
citations,19.50,601-800,University of Ghana
citations,14.70,601-800,Gifu University
citations,24.20,601-800,Glasgow Caledonian University
citations,17.70,601-800,University of Greenwich
citations,19.70,601-800,Hacettepe University
citations,16.50,601-800,University of Huddersfield
citations,21.20,601-800,Hunan University
citations,4.60,601-800,University of Ibadan
citations,13.90,601-800,University of Indonesia
citations,22.50,601-800,Inha University
citations,13.30,601-800,I-Shou University
citations,10.00,601-800,Istanbul University
citations,30.70,601-800,Jagiellonian University
citations,14.60,601-800,Jilin University
citations,7.80,601-800,University of Jordan
citations,16.40,601-800,Jordan University of Science and Technology
citations,24.00,601-800,Juntendo University
citations,22.50,601-800,K.N. Toosi University of Technology
citations,20.50,601-800,Kaohsiung Medical University
citations,19.90,601-800,Khon Kaen University
citations,36.20,601-800,King Mongkut’s University of Technology Thonburi
citations,26.70,601-800,Kingston University
citations,30.00,601-800,Kinki University
citations,24.30,601-800,Kobe University
citations,17.00,601-800,Konkuk University
citations,28.10,601-800,Kumamoto University
citations,18.10,601-800,Kyungpook National University
citations,14.20,601-800,Kyushu Institute of Technology
citations,20.90,601-800,University of Latvia
citations,32.40,601-800,Lille 1 University – Science and Technology
citations,26.40,601-800,University of Lincoln
citations,24.00,601-800,University of Ljubljana
citations,12.10,601-800,University of Marrakech Cadi Ayyad
citations,36.10,601-800,Miami University
citations,25.70,601-800,Middlesex University
citations,15.50,601-800,Moscow Institute of Physics and Technology
citations,28.00,601-800,University of Murcia
citations,14.30,601-800,Nagasaki University
citations,19.50,601-800,University of Nairobi
citations,14.00,601-800,National Chengchi University
citations,15.70,601-800,National Chung Cheng University
citations,24.50,601-800,National Chung Hsing University
citations,16.40,601-800,National Taipei University of Technology
citations,18.20,601-800,National Taiwan Ocean University
citations,12.50,601-800,National University of Córdoba
citations,10.80,601-800,National University of Science and Technology (MISiS)
citations,35.00,601-800,National University of Sciences and Technology
citations,17.50,601-800,Niigata University
citations,29.20,601-800,Northumbria University
citations,3.50,601-800,Northwestern Polytechnical University
citations,27.30,601-800,Nottingham Trent University
citations,21.90,601-800,Oakland University
citations,12.90,601-800,Ocean University of China
citations,24.60,601-800,Ohio University
citations,25.30,601-800,Okayama University
citations,17.50,601-800,Osaka Prefecture University
citations,11.10,601-800,University of Pardubice
citations,36.20,601-800,University of Paris North – Paris 13
citations,7.10,601-800,Paris-Sorbonne University – Paris 4
citations,28.80,601-800,University of Patras
citations,23.40,601-800,University of Pécs
citations,34.30,601-800,Polytechnic University of Valencia
citations,32.20,601-800,Pontifical Catholic University of Paraná
citations,27.60,601-800,Pontifical Catholic University of Rio Grande do Sul (PUCRS)
citations,10.40,601-800,Pontifical Catholic University of Valparaíso
citations,22.20,601-800,Prince of Songkla University
citations,22.30,601-800,Qatar University
citations,12.30,601-800,Rio de Janeiro State University (UERJ)
citations,25.10,601-800,Rochester Institute of Technology
citations,23.40,601-800,Saitama University
citations,21.20,601-800,University of Salford
citations,10.20,601-800,"University of Santiago, Chile (USACH)"
citations,6.70,601-800,São Paulo State University (UNESP)
citations,11.40,601-800,Savitribai Phule Pune University
citations,6.90,601-800,University of Science and Technology Beijing
citations,38.70,601-800,Sejong University
citations,21.40,601-800,University of Seoul
citations,11.40,601-800,Shahid Beheshti University
citations,14.80,601-800,Shanghai University
citations,28.30,601-800,Shantou University
citations,20.10,601-800,Sheffield Hallam University
citations,22.00,601-800,Shinshu University
citations,7.00,601-800,Showa University
citations,16.10,601-800,Sichuan University
citations,20.40,601-800,University of Silesia in Katowice
citations,24.90,601-800,Slovak University of Technology in Bratislava
citations,20.50,601-800,Sogang University
citations,5.30,601-800,Sophia University
citations,9.40,601-800,University of South Africa
citations,9.20,601-800,Southern Federal University
citations,20.10,601-800,University of Southern Mississippi
citations,14.40,601-800,University of Southern Queensland
citations,16.00,601-800,Suez Canal University
citations,16.00,601-800,Sultan Qaboos University
citations,18.40,601-800,Suranaree University of Technology
citations,20.50,601-800,University of Szeged
citations,19.00,601-800,Taipei Medical University
citations,4.20,601-800,Taras Shevchenko National University of Kyiv
citations,24.50,601-800,Technical University of Madrid
citations,15.80,601-800,University of Tehran
citations,18.40,601-800,University of Texas at El Paso
citations,22.00,601-800,Texas Tech University
citations,15.30,601-800,Tokai University
citations,12.80,601-800,Tokushima University
citations,7.70,601-800,Tokyo University of Marine Science and Technology
citations,21.40,601-800,Tokyo University of Science
citations,7.60,601-800,Tomsk State University
citations,9.60,601-800,Tottori University
citations,15.80,601-800,Toyohashi University of Technology
citations,10.90,601-800,Universiti Kebangsaan Malaysia
citations,10.20,601-800,Universiti Putra Malaysia
citations,12.40,601-800,Universiti Sains Malaysia
citations,18.20,601-800,Universiti Teknologi MARA
citations,16.80,601-800,Ural Federal University
citations,1.70,601-800,V.N. Karazin Kharkiv National University
citations,31.80,601-800,University of Vigo
citations,26.10,601-800,Vilnius University
citations,40.30,601-800,Warsaw University of Technology
citations,29.40,601-800,Waseda University
citations,29.80,601-800,University of West Bohemia
citations,34.60,601-800,University of the West of England
citations,22.40,601-800,West University of Timişoara
citations,21.10,601-800,University of Westminster
citations,8.90,601-800,Xidian University
citations,26.50,601-800,Yeungnam University
citations,19.30,601-800,Yıldız Technical University
citations,36.40,601-800,Yokohama City University
citations,13.50,601-800,Yokohama National University
citations,28.60,601-800,Yuan Ze University
international,64.00,1,California Institute of Technology
international,94.40,2,University of Oxford
international,76.30,3,Stanford University
international,91.50,4,University of Cambridge
international,84.00,5,Massachusetts Institute of Technology
international,77.20,6,Harvard University
international,78.50,7,Princeton University
international,96.00,8,Imperial College London
international,97.90,9,ETH Zurich – Swiss Federal Institute of Technology Zurich
international,65.00,10,University of Chicago
international,70.00,11,Johns Hopkins University
international,64.30,12,Yale University
international,61.90,13,"University of California, Berkeley"
international,94.40,14,University College London
international,73.50,15,Columbia University
international,56.40,16,"University of California, Los Angeles"
international,49.50,17,University of Pennsylvania
international,63.90,18,Cornell University
international,77.80,19,University of Toronto
international,56.50,20,Duke University
international,53.70,21,University of Michigan
international,57.10,22,Carnegie Mellon University
international,93.60,23,London School of Economics and Political Science
international,89.80,24,University of Edinburgh
international,53.90,25,Northwestern University
international,96.20,26,National University of Singapore
international,93.80,27,King’s College London
international,73.10,28,Karolinska Institute
international,62.80,29,LMU Munich
international,49.30,30,New York University
international,98.60,31,École Polytechnique Fédérale de Lausanne
international,51.20,32,University of Washington
international,87.10,33,University of Melbourne
international,90.50,34,University of British Columbia
international,68.60,35,KU Leuven
international,45.80,36,University of Illinois at Urbana-Champaign
international,62.80,37,Heidelberg University
international,85.50,38,McGill University
international,42.90,39,"University of California, San Diego"
international,61.50,39,"University of California, Santa Barbara"
international,71.50,41,Georgia Institute of Technology
international,49.20,42,Peking University
international,30.30,43,University of Tokyo
international,58.40,44,"University of California, Davis"
international,99.50,44,University of Hong Kong
international,31.70,46,University of Texas at Austin
international,39.50,47,Tsinghua University
international,70.30,47,Wageningen University and Research Center
international,62.60,49,Humboldt University of Berlin
international,33.00,50,University of Wisconsin-Madison
international,57.80,51,Brown University
international,93.30,52,Australian National University
international,63.80,53,Technical University of Munich
international,85.50,54,École Normale Supérieure
international,94.60,55,Nanyang Technological University
international,87.00,56,University of Manchester
international,84.40,56,University of Sydney
international,66.50,58,University of Amsterdam
international,80.50,59,Hong Kong University of Science and Technology
international,89.30,60,The University of Queensland
international,44.90,60,Washington University in St Louis
international,55.80,62,Utrecht University
